codigo,categoria,unidad,descripcion_corta,descripcion_detallada,mano_de_obra,maquinaria,materiales_y_otros,precio_total,tags,tipo,fecha
R06HR090,PUESTA EN OBRA MANUAL,ud,BASE Y CABEZA REF. PILAR H. 30x30,"Base y cabeza de refuerzo de pilar de hormigón armado de dimensiones 30x30 cm. mediante collarines de  angulares metálicos de 60x60x10 mm. de acero A42b unidos entre sí  por soldadura, incluso pintura de protección sobre ambas caras de los perfiles y soldadura in situ, así como relleno de espacio entre hormigón y acero con resina epoxi para inyecciones Sikadur 52 inyección.",61.19,0.0,26.9,88.09,"base, epoxi, angular, pintura, cabeza, collarín, soldadura, inyección, dimensión, metal, resina, hormigón, espacio, cara, refino, acero, protección, soporte, unión, refuerzo, perfil, relleno, ",Partida,2000-01-31
R06HR100,PUESTA EN OBRA MANUAL,ud,BASE Y CABEZA REF. PILAR H. 35x35,"Base y cabeza de refuerzo de pilar de hormigón armado de dimensiones 35x35 cm. mediante collarines de  angulares metálicos de 80x80x10 mm. de acero A42b unidos entre sí  por soldadura, incluso pintura de protección sobre ambas caras de los perfiles y soldadura in situ, así como relleno de espacio entre hormigón y acero con resina epoxi para inyecciones Sikadur 52 inyección.",62.04,0.0,44.41,106.45,"relleno, pintura, dimensión, epoxi, angular, cabeza, collarín, soldadura, base, protección, inyección, perfil, espacio, acero, metal, unión, soporte, cara, refino, resina, refuerzo, hormigón, ",Partida,2000-01-31
R06HR110,PUESTA EN OBRA MANUAL,ud,BASE Y CABEZA REF. PILAR H. 40x40,"Base y cabeza de refuerzo de pilar de hormigón armado de dimensiones 40x40 cm. mediante collarines de  angulares metálicos de 100x100x10 mm. de acero A42b unidos entre sí  por soldadura, incluso pintura de protección sobre ambas caras de los perfiles y soldadura in situ, así como relleno de espacio entre hormigón y acero con resina epoxi para inyecciones Sikadur 52 inyección.",62.33,0.0,62.46,124.78,"epoxi, dimensión, soldadura, collarín, cabeza, inyección, relleno, angular, espacio, unión, pintura, perfil, base, cara, acero, metal, protección, hormigón, refuerzo, resina, refino, soporte, ",Partida,2000-01-31
R06HR120,PUESTA EN OBRA MANUAL,ud,BASE Y CABEZA REF. PILAR H. 45x45,"Base y cabeza de refuerzo de pilar de hormigón armado de dimensiones 45x45 cm. mediante collarines de  angulares metálicos de 120x120x10 mm. de acero A42b unidos entre sí  por soldadura, incluso pintura de protección sobre ambas caras de los perfiles y soldadura in situ, así como relleno de espacio entre hormigón y acero con resina epoxi para inyecciones Sikadur 52 inyección.",65.16,0.0,83.07,148.22,"resina, epoxi, dimensión, pintura, inyección, cabeza, espacio, soldadura, refino, hormigón, collarín, acero, perfil, base, relleno, refuerzo, unión, soporte, protección, metal, angular, cara, ",Partida,2000-01-31
R06HR130,PUESTA EN OBRA MANUAL,ud,BASE Y CABEZA REF. PILAR H. 50x50,"Base y cabeza de refuerzo de pilar de hormigón armado de dimensiones 50x50 cm. mediante collarines de  angulares metálicos de 120x120x15 mm. de acero A42b unidos entre sí  por soldadura, incluso pintura de protección sobre ambas caras de los perfiles y soldadura in situ, así como relleno de espacio entre hormigón y acero con resina epoxi para inyecciones Sikadur 52 inyección.",65.16,0.0,121.43,186.59,"relleno, epoxi, pintura, inyección, cabeza, collarín, soldadura, base, resina, espacio, dimensión, perfil, hormigón, soporte, angular, acero, metal, protección, unión, refuerzo, cara, refino, ",Partida,2000-01-31
R06HR140,PUESTA EN OBRA MANUAL,m2,PREPARACIÓN PREVIA SUPERFICIE HORMIGÓN,"Preparación previa de la superficie de hormigón rectificando su planeidad eliminando mediante cincel las cejas e irregularidades producidas por las tablas de los encofrados, hasta conseguir una superficie plana lista para su posterior chorreado con arena, con retirada de escombros. Incluso parte proporcional como andamios y medios de seguridad precisos.",11.62,0.0,0.0,11.62,"cincel, medio, escombro, producción, preparación, tabla, plano, encofrar, andamio, hormigón, areno, seguridad, superficie, previo, ",Partida,2000-01-31
R06HR150,PUESTA EN OBRA MANUAL,m2,PREPARACIÓN SUP.HORMIG CHOR. ARENA,"Preparación de la superficie de hormigón donde se vaya a adherir la platabanda de acero mediante  con chorro de arena  de sílice desecada de diferentes granulometrías a presión controlable, mediante boquillas recambiables y regulables de tungsteno, modificando la presión y el diámetro de las boquillas según el estado del hormigón a tratar, se completará con la limpieza general de la superficie por aspiración de el polvo que se haya podido producir anteriormente, retirada de arena y restos y limpieza del tajo. Incluso parte proporcional como andamios y medios de seguridad precisos.",13.11,3.0,32.13,48.24,"polvo, modificar, recambiable, boquilla, granulometría, adherir, preparación, producción, limpieza, aspiración, haya, sílice, presión, medio, completar, diámetro, tajo, superficie, acero, seguridad, areno, regulación, andamio, hormigón, ",Partida,2000-01-31
R06HR160,PUESTA EN OBRA MANUAL,m2,PREPARACIÓN  SUPF. ACERO C. ARENA-LIMP,"Preparación de la superficie de las platabandas de acero en la cara por la que se va a adherir al hormigón mediante  con chorro de arena  de sílice desecada de diferentes granulometrías a presión controlable, mediante boquillas recambiables y regulables de tungsteno, modificando la presión y el diámetro de las boquillas, eliminando escamas  y óxidos mediante tratamiento de ataque rápido con una disolución ácida, lavado posteriormente  con agua y limpiando con tricloroetileno para disolver aceites y grasas. Incluso retirada de arena, restos y limpieza del tajo.",11.08,2.92,32.37,46.37,"adherir, diámetro, aceite, tajo, disolución, modificar, preparación, óxido, sílice, recambiable, boquilla, presión, limpieza, granulometría, regulación, superficie, ácido, acero, lavadero, cara, agua, areno, hormigón, ",Partida,2000-01-31
R06HR170,PUESTA EN OBRA MANUAL,m2,PLATABANDA DE ACERO e=2 mm,"Platabanda  de acero A-52 laminada en caliente, de 2 mm. de espesor, de 15,7 kg/m2, límite elástico mínimo de 350 N/mm2, UNE 36,082-84, de baja aleación (cobre-cromo-fósforo y níquel), con resistencia mejorada a la corrosión, de ancho según calculo justificativo de proyecto para colocación en refuerzo de elementos de hormigón mediante  adhesivo epoxídico. Se suministra en bandas continuas sin soldaduras de unión, del ancho de proyecto y sin ningún tipo de rebabas en los cortes que mermen la planeidad de la cara de contacto con el hormigón. Incluyendo despuntes, recortes y tolerancias del 10%.",18.0,0.0,11.3,29.31,"colocación, rebaba, mejora, cálculo, corrosión, aleación, tolerancia, banda, epoxi, suministro, límite, continuo, caliente, lámina, proyección, soldadura, recorte, contacto, níquel, corte, resistencia, acero, elástico, plano, unión, refuerzo, cara, hormigón, adhesivo, ",Partida,2000-01-31
R06HR180,PUESTA EN OBRA MANUAL,m2,"PLATABANDA DE ACERO e=2,5 mm","Platabanda  de acero A-52 laminada en caliente, de 2,5 mm. de espesor, de 16,62 kg/m2, límite elástico mínimo de 350 N/mm2, UNE 36,082-84, de baja aleación (cobre-cromo-fósforo y níquel), con resistencia mejorada a la corrosión, de ancho según calculo justificativo de proyecto para colocación en refuerzo de elementos de hormigón mediante  adhesivo epoxídico. Se suministra en bandas continuas sin soldaduras de unión, del ancho de proyecto y sin ningún tipo de rebabas en los cortes que mermen la planeidad de la cara de contacto con el hormigón. Incluyendo despuntes, recortes y tolerancias del 10%.",18.0,0.0,11.97,29.97,"rebaba, tolerancia, hormigón, cálculo, corrosión, recorte, níquel, banda, epoxi, suministro, caliente, límite, soldadura, aleación, contacto, cara, lámina, corte, resistencia, acero, adhesivo, plano, continuo, refuerzo, proyección, colocación, unión, elástico, mejora, ",Partida,2000-01-31
R06HR190,PUESTA EN OBRA MANUAL,m2,PLATABANDA DE ACERO e=3 mm,"Platabanda  de acero A-52 laminada en caliente, de 3 mm. de espesor, de 23,55 kg/m2, límite elástico mínimo de 350 N/mm2, UNE 36,082-84, de baja aleación (cobre-cromo-fósforo y níquel), con resistencia mejorada a la corrosión, de ancho según calculo justificativo de proyecto para colocación en refuerzo de elementos de hormigón mediante  adhesivo epoxídico. Se suministra en bandas continuas sin soldaduras de unión, del ancho de proyecto y sin ningún tipo de rebabas en los cortes que mermen la planeidad de la cara de contacto con el hormigón. Incluyendo despuntes, recortes y tolerancias del 10%.",18.0,0.0,16.96,34.96,"límite, proyección, corrosión, tolerancia, rebaba, aleación, níquel, banda, epoxi, caliente, cálculo, mejora, colocación, suministro, acero, recorte, cara, lámina, resistencia, contacto, adhesivo, elástico, plano, hormigón, refuerzo, continuo, soldadura, unión, corte, ",Partida,2000-01-31
R06HR200,PUESTA EN OBRA MANUAL,m2,"PLATABANDA DE ACERO e=3,5 mm","Platabanda  de acero A-52 laminada en caliente, de 3,5 mm. de espesor, de 25,750 kg/m2, límite elástico mínimo de 350 N/mm2, UNE 36,082-84, de baja aleación (cobre-cromo-fósforo y níquel), con resistencia mejorada a la corrosión, de ancho según calculo justificativo de proyecto para colocación en refuerzo de elementos de hormigón mediante  adhesivo epoxídico. Se suministra en bandas continuas sin soldaduras de unión, del ancho de proyecto y sin ningún tipo de rebabas en los cortes que mermen la planeidad de la cara de contacto con el hormigón. Incluyendo despuntes, recortes y tolerancias del 10%.",18.0,0.0,18.54,36.54,"aleación, proyección, tolerancia, níquel, cálculo, recorte, banda, epoxi, suministro, caliente, límite, hormigón, mejora, soldadura, colocación, resistencia, corrosión, cara, contacto, corte, acero, adhesivo, elástico, rebaba, plano, unión, refuerzo, continuo, lámina, ",Partida,2000-01-31
R06HR210,PUESTA EN OBRA MANUAL,m2,PLATABANDA DE ACERO e=4 mm,"Platabanda  de acero A-52 laminada en caliente, de 4 mm. de espesor, de 31,4 kg/m2, límite elástico mínimo de 350 N/mm2, UNE 36,082-84, de baja aleación (cobre-cromo-fósforo y níquel), con resistencia mejorada a la corrosión, de ancho según calculo justificativo de proyecto para colocación en refuerzo de elementos de hormigón mediante  adhesivo epoxídico. Se suministra en bandas continuas sin soldaduras de unión, del ancho de proyecto y sin ningún tipo de rebabas en los cortes que mermen la planeidad de la cara de contacto con el hormigón. Incluyendo despuntes, recortes y tolerancias del 10%.",18.0,0.0,22.61,40.61,"recorte, níquel, mejora, corrosión, tolerancia, rebaba, aleación, banda, epoxi, suministro, caliente, límite, elástico, cálculo, lámina, colocación, contacto, corte, resistencia, adhesivo, plano, hormigón, refuerzo, proyección, continuo, cara, acero, unión, soldadura, ",Partida,2000-01-31
R06HR220,PUESTA EN OBRA MANUAL,m2,MONTAJE DE  PLATABANDA DE ACERO,"Montaje de platabanda metálica enteriza de dimensiones según memoria de cálculo de refuerzo estructural,  previa preparación de superficies a unir (hormigón y acero) con adhesivo tixotrópico a base de resinas epoxi, de resistencia a compresión a 7 días y 23º C medida en probetas de 4x4x16 cm. de 80 MN/m2, resistencia a flexotracción en mismas condiciones de 30 MN/m2, Resistencia a cizallamiento en encolados acero-hormigón 6,6 MN/m2, modulo de elasticidad a 20ºC 6,600 MN/m2, coeficiente de dilatación térmica entre 20 y 50ºC, 27x10 elevado a -6 m/m ºC,  mezclando los componentes con batidora eléctrica de baja velocidad (máx. 600 r.p.m.), al menos durante  dos minutos, hasta conseguir una pasta totalmente homogénea y de color uniforme, extendiendo una capa  de un espesor de 1,5 mm.  (nunca superior a 3 mm.) aplicado con espátula, llana, llana dentada o espatulín,  una vez montadas las bandas en su posición definitiva con el adhesivo aplicado se ejercerá presión sobre ellas mediantes puntales a través de sopandas, procurando que rebose por los lados el exceso de adhesivo y que quede al final el espesor indicado. Los puntales a emplear serán telescópicos, dotados de rosca  y permanecerán  ejerciendo presión mínimo 24 horas, y dependerá de la temperatura exterior y de la reactividad de la formulación epoxi utilizada (Se deberá consultar con la casa suministradora las condiciones particulares de dicho producto), una vez endurecido el adhesivo será necesario comprobar la adherencia mediante martillo. Medida la superficie real de la platabanda montada.",10.64,152.8,31.87,195.3,"comprobación, temperatura, dentado, llana, compresión, elasticidad, dimensión, flexotracción, reactividad, aplicación, producción, coeficiente, espátula, velocidad, sopanda, suministro, preparación, previo, tixotrópico, puntal, homogéneo, banda, endurecer, dilatación, componente, hora, epoxi, superficie, eléctrico, resistencia, cálculo, adherencia, probeta, térmico, presión, montaje, telescópico, exterior, elevación, metal, módulo, pasta, resina, cola, unión, hormigón, martillo, refuerzo, base, adhesivo, acero, máximo, rosca, color, estructura, capa, ",Partida,2000-01-31
R06HR240,PUESTA EN OBRA MANUAL,m.,REFUERZO MED.LAMINADOS SIKA CFRP,"Refuerzo de estructuras mediante pegado de laminados Sika CFRP,  fabricado de matriz de polímeros (resina epoxi) reforzada con fibras de carbono tipo C, con una resistencia a la tracción de 2400 N/mm2, adherido al soporte con una resina epoxi de dos componentes tipo Sikadur 30, previa a la aplicación del adhesivo la superficie estará limpia, seca o ligeramente húmeda y exentas de partes sueltas o mal adheridas, lechadas superficiales, pinturas y restos de otros oficios, el hormigón de soporte deberá tener como mínimo de 3 a 6 semanas de vida. Se aplicará una capa de  resina epoxi,  previa mezcla de  los dos componentes con batidora eléctrica de baja velocidad (máx. 600 r.p.m.), al menos durante  dos minutos, hasta conseguir una pasta totalmente homogénea y de color uniforme,  de 1 mm. de espesor con espátula,  se colocará el laminado Sika CFRP en una mesa para su limpieza con Sika Colma y se extenderá una capa de entre 1 y 2 mm. de Sikadur 30, posteriormente se montará el Laminado sobre la superficie del soporte donde previamente se extendió la resina y mediante rodillo se presionará  el laminado hasta que el adhesivo salga por ambas caras. Incluso retirada de adhesivo sobrante. Medida  la longitud montada para un ancho de banda de 50 mm. y 1,2 mm. de espesor.",2.13,0.0,48.89,51.02,"componente, banda, adherir, cara, lámina, homogéneo, carbono, fabricación, rodillo, superficie, epoxi, mezcla, medio, velocidad, aplicación, montaje, mesa, pintura, espátula, colocación, color, tracción, adhesivo, ligero, resina, seco, eléctrico, capa, máximo, estructura, humedad, pasta, resistencia, lechada, fibra, hormigón, previo, refuerzo, soporte, limpieza, ",Partida,2000-01-31
R06HR250,PUESTA EN OBRA MANUAL,m.,RECRECIDO  PILAR 25x25 HA-25  e=5cm,"Recrecido  de  pilares de hormigón armado de 25x25 cm. de sección o perímetro equivalente (100 cm)  mediante una capa exterior de hormigón HA-25 de 12 mm. de tamaño máximo de árido y consistencia plástica-fluida con una relación agua-cemento de 0,88,  de 5 cm. de espesor, hormigonado por orificios practicados en el forjado/losa superior  previa localización con pachómetro de las armaduras,  armado según memoria de cálculo de refuerzo no incluido.  Incluso apiconado previo de la superficie del pilar a reforzar, limpieza posterior, realización de taladros para hormigonado,  suministro, vertido sobre carretilla o pequeño contenedor, medios de elevación, colocación manual por orificios de pequeña dimensión,  compactado del hormigón, vibrado con vibrador de aguja de 1 1/2"", comprobación de total llenado del recrecido mediante desbordamiento de la masa de hormigón por los demás orificios practicados en las losa/forjado y curado.",14.16,0.0,9.85,24.02,"cálculo, apiconar, curado, dimensión, comprobación, taladro, armadura, equivalente, sección, vertedero, colocación, contenedor, aguja, suministro, elevación, localización, carretilla, previo, soporte, perímetro, consistencia, máximo, superficie, medio, vibración, exterior, manual, compacto, limpieza, refuerzo, hormigón, capa, masa, ",Partida,2000-01-31
R06HR260,PUESTA EN OBRA MANUAL,m.,RECRECIDO  PILAR 30x30 HA-25 e=5cm,"Recrecido  de  pilares de hormigón armado de 30x30 cm. de sección o perímetro equivalente (120 cm) mediante una capa exterior de hormigón HA-25 de 12 mm. de tamaño máximo de árido y consistencia plástica-fluida con una relación agua-cemento de 0,88,  de 5 cm. de espesor, hormigonado por orificios practicados en el forjado/losa superior  previa localización con pachómetro de las armaduras,  armado según memoria de cálculo de refuerzo no incluido.  Incluso apiconado previo de la superficie del pilar a reforzar, limpieza posterior, realización de taladros para hormigonado,  suministro, vertido sobre carretilla o pequeño contenedor, medios de elevación, colocación manual por orificios de pequeña dimensión,  compactado del hormigón, vibrado con vibrador de aguja de 1 1/2"", comprobación de total llenado del recrecido mediante desbordamiento de la masa de hormigón por los demás orificios practicados en las losa/forjado y curado.",15.58,0.0,11.82,27.4,"sección, localización, cálculo, consistencia, dimensión, apiconar, taladro, armadura, colocación, equivalente, aguja, curado, contenedor, comprobación, carretilla, elevación, perímetro, compacto, suministro, soporte, vertedero, vibración, exterior, capa, masa, medio, superficie, previo, refuerzo, limpieza, hormigón, manual, máximo, ",Partida,2000-01-31
R06HR270,PUESTA EN OBRA MANUAL,m.,RECRECIDO  PILAR 35x35 HA-25 e=5cm,"Recrecido  de  pilares de hormigón armado de 35x35 cm. de sección o perímetro equivalente (140 cm)  mediante una capa exterior de hormigón HA-25 de 12 mm. de tamaño máximo de árido y consistencia plástica-fluida con una relación agua-cemento de 0,88,  de 5 cm. de espesor, hormigonado por orificios practicados en el forjado/losa superior  previa localización con pachómetro de las armaduras,  armado según memoria de cálculo de refuerzo no incluido. Incluso apiconado previo de la superficie del pilar a reforzar, limpieza posterior, realización de taladros para hormigonado,  suministro, vertido sobre carretilla o pequeño contenedor, medios de elevación, colocación manual por orificios de pequeña dimensión,  compactado del hormigón, vibrado con vibrador de aguja de 1 1/2"", comprobación de total llenado del recrecido mediante desbordamiento de la masa de hormigón por los demás orificios practicados en las losa/forjado y curado.",16.43,0.0,13.79,30.22,"medio, contenedor, armadura, cálculo, equivalente, comprobación, taladro, localización, sección, consistencia, suministro, curado, carretilla, dimensión, aguja, colocación, masa, previo, superficie, vibración, capa, vertedero, perímetro, máximo, hormigón, exterior, elevación, manual, apiconar, refuerzo, soporte, limpieza, compacto, ",Partida,2000-01-31
R06HR280,PUESTA EN OBRA MANUAL,m.,RECRECIDO  PILAR 40x40 HA-25 e=5cm,"Recrecido  de  pilares de hormigón armado de 40x40 cm. de sección o perímetro equivalente (160 cm)  mediante una capa exterior de hormigón HA-25 de 12 mm. de tamaño máximo de árido y consistencia plástica-fluida con una relación agua-cemento de 0,88,  de 5 cm. de espesor, hormigonado por orificios practicados en el forjado/losa superior  previa localización con pachómetro de las armaduras,  armado según memoria de cálculo de refuerzo no incluido. Incluso apiconado previo de la superficie del pilar a reforzar, limpieza posterior, realización de taladros para hormigonado,  suministro, vertido sobre carretilla o pequeño contenedor, medios de elevación, colocación manual por orificios de pequeña dimensión,  compactado del hormigón, vibrado con vibrador de aguja de 1 1/2"", comprobación de total llenado del recrecido mediante desbordamiento de la masa de hormigón por los demás orificios practicados en las losa/forjado y curado.",17.0,0.0,15.76,32.76,"colocación, consistencia, equivalente, dimensión, comprobación, taladro, cálculo, curado, suministro, aguja, carretilla, contenedor, sección, masa, armadura, refuerzo, elevación, vibración, vertedero, apiconar, localización, superficie, exterior, hormigón, medio, soporte, perímetro, previo, capa, limpieza, compacto, manual, máximo, ",Partida,2000-01-31
R06HR290,PUESTA EN OBRA MANUAL,m.,RECRECIDO  PILAR 45x45 HA-25 e=5cm,"Recrecido  de  pilares de hormigón armado de 45x45 cm. de sección o perímetro equivalente (180 cm)  mediante una capa exterior de hormigón HA-25 de 12 mm. de tamaño máximo de árido y consistencia plástica-fluida con una relación agua-cemento de 0,88,  de 5 cm. de espesor, hormigonado por orificios practicados en el forjado/losa superior  previa localización con pachómetro de las armaduras,  armado según memoria de cálculo de refuerzo no incluido. Incluso apiconado previo de la superficie del pilar a reforzar, limpieza posterior, realización de taladros para hormigonado,  suministro, vertido sobre carretilla o pequeño contenedor, medios de elevación, colocación manual por orificios de pequeña dimensión,  compactado del hormigón, vibrado con vibrador de aguja de 1 1/2"", comprobación de total llenado del recrecido mediante desbordamiento de la masa de hormigón por los demás orificios practicados en las losa/forjado y curado.",17.56,0.0,17.73,35.29,"colocación, cálculo, apiconar, consistencia, equivalente, comprobación, armadura, localización, suministro, aguja, carretilla, contenedor, sección, elevación, dimensión, curado, exterior, capa, vibración, vertedero, perímetro, refuerzo, superficie, máximo, previo, taladro, compacto, masa, soporte, hormigón, medio, limpieza, manual, ",Partida,2000-01-31
R06HR300,PUESTA EN OBRA MANUAL,m.,RECRECIDO  PILAR 50x50 HA-25 e=5cm,"Recrecido  de  pilares de hormigón armado de 50x50 cm. de sección o perímetro equivalente (200 cm)  mediante una capa exterior de hormigón HA-25 de 12 mm. de tamaño máximo de árido y consistencia plástica-fluida con una relación agua-cemento de 0,88,  de 5 cm. de espesor, hormigonado por orificios practicados en el forjado/losa superior  previa localización con pachómetro de las armaduras,  armado según memoria de cálculo de refuerzo no incluido. Incluso apiconado previo de la superficie del pilar a reforzar, limpieza posterior, realización de taladros para hormigonado,  suministro, vertido sobre carretilla o pequeño contenedor, medios de elevación, colocación manual por orificios de pequeña dimensión,  compactado del hormigón, vibrado con vibrador de aguja de 1 1/2"", comprobación de total llenado del recrecido mediante desbordamiento de la masa de hormigón por los demás orificios practicados en las losa/forjado y curado.",17.85,0.0,19.7,37.54,"taladro, comprobación, equivalente, cálculo, armadura, medio, carretilla, localización, sección, consistencia, colocación, contenedor, suministro, dimensión, aguja, curado, perímetro, compacto, masa, exterior, vertedero, capa, soporte, superficie, elevación, vibración, hormigón, máximo, apiconar, refuerzo, limpieza, previo, manual, ",Partida,2000-01-31
R06HR310,PUESTA EN OBRA MANUAL,m.,RECRECIDO  PILAR 35x35 HA-25 e=6cm,"Recrecido  de  pilares de hormigón armado de 35x35 cm. de sección o perímetro equivalente (140 cm)  mediante una capa exterior de hormigón HA-25 de 12 mm. de tamaño máximo de árido y consistencia plástica-fluida con una relación agua-cemento de 0,88,  de 6 cm. de espesor, hormigonado por orificios practicados en el forjado/losa superior  previa localización con pachómetro de las armaduras,  armado según memoria de cálculo de refuerzo no incluido. Incluso apiconado previo de la superficie del pilar a reforzar, limpieza posterior, realización de taladros para hormigonado,  suministro, vertido sobre carretilla o pequeño contenedor, medios de elevación, colocación manual por orificios de pequeña dimensión,  compactado del hormigón, vibrado con vibrador de aguja de 1 1/2"", comprobación de total llenado del recrecido mediante desbordamiento de la masa de hormigón por los demás orificios practicados en las losa/forjado y curado.",16.43,0.0,16.55,32.98,"taladro, cálculo, consistencia, equivalente, dimensión, comprobación, medio, sección, armadura, colocación, contenedor, carretilla, aguja, masa, curado, refuerzo, suministro, vibración, localización, apiconar, elevación, superficie, exterior, capa, hormigón, soporte, perímetro, previo, vertedero, limpieza, compacto, manual, máximo, ",Partida,2000-01-31
R06HR320,PUESTA EN OBRA MANUAL,m.,RECRECIDO  PILAR 40x40 HA-25 e=6cm,"Recrecido  de  pilares de hormigón armado de 40x40 cm. de sección o perímetro equivalente (160 cm)  mediante una capa exterior de hormigón HA-25 de 12 mm. de tamaño máximo de árido y consistencia plástica-fluida con una relación agua-cemento de 0,88,  de 6 cm. de espesor, hormigonado por orificios practicados en el forjado/losa superior  previa localización con pachómetro de las armaduras,  armado según memoria de cálculo de refuerzo no incluido. Incluso apiconado previo de la superficie del pilar a reforzar, limpieza posterior, realización de taladros para hormigonado,  suministro, vertido sobre carretilla o pequeño contenedor, medios de elevación, colocación manual por orificios de pequeña dimensión,  compactado del hormigón, vibrado con vibrador de aguja de 1 1/2"", comprobación de total llenado del recrecido mediante desbordamiento de la masa de hormigón por los demás orificios practicados en las losa/forjado y curado.",17.0,0.0,18.18,35.18,"equivalente, cálculo, dimensión, apiconar, taladro, armadura, colocación, consistencia, elevación, curado, sección, contenedor, carretilla, aguja, compacto, suministro, vertedero, soporte, vibración, exterior, capa, masa, superficie, máximo, perímetro, hormigón, limpieza, refuerzo, medio, previo, localización, comprobación, manual, ",Partida,2000-01-31
R06HR330,PUESTA EN OBRA MANUAL,m.,RECRECIDO  PILAR 45x45 HA-25 e=6cm,"Recrecido  de  pilares de hormigón armado de 45x45 cm. de sección o perímetro equivalente (180 cm)  mediante una capa exterior de hormigón HA-25 de 12 mm. de tamaño máximo de árido y consistencia plástica-fluida con una relación agua-cemento de 0,88,  de 6 cm. de espesor, hormigonado por orificios practicados en el forjado/losa superior  previa localización con pachómetro de las armaduras,  armado según memoria de cálculo de refuerzo no incluido. Incluso apiconado previo de la superficie del pilar a reforzar, limpieza posterior, realización de taladros para hormigonado,  suministro, vertido sobre carretilla o pequeño contenedor, medios de elevación, colocación manual por orificios de pequeña dimensión,  compactado del hormigón, vibrado con vibrador de aguja de 1 1/2"", comprobación de total llenado del recrecido mediante desbordamiento de la masa de hormigón por los demás orificios practicados en las losa/forjado y curado.",17.56,0.0,20.02,37.59,"taladro, comprobación, equivalente, cálculo, armadura, medio, carretilla, localización, sección, consistencia, colocación, contenedor, aguja, previo, elevación, curado, superficie, dimensión, vertedero, suministro, vibración, exterior, capa, masa, perímetro, hormigón, manual, compacto, limpieza, soporte, refuerzo, apiconar, máximo, ",Partida,2000-01-31
R06HR340,PUESTA EN OBRA MANUAL,m.,RECRECIDO  PILAR 50x50 HA-25 e=6cm,"Recrecido  de  pilares de hormigón armado de 50x50 cm. de sección o perímetro equivalente (200 cm)  mediante una capa exterior de hormigón HA-25 de 12 mm. de tamaño máximo de árido y consistencia plástica-fluida con una relación agua-cemento de 0,88,  de 6 cm. de espesor, hormigonado por orificios practicados en el forjado/losa superior  previa localización con pachómetro de las armaduras,  armado según memoria de cálculo de refuerzo no incluido. Incluso apiconado previo de la superficie del pilar a reforzar, limpieza posterior, realización de taladros para hormigonado,  suministro, vertido sobre carretilla o pequeño contenedor, medios de elevación, colocación manual por orificios de pequeña dimensión,  compactado del hormigón, vibrado con vibrador de aguja de 1 1/2"", comprobación de total llenado del recrecido mediante desbordamiento de la masa de hormigón por los demás orificios practicados en las losa/forjado y curado.",17.85,0.0,23.63,41.48,"armadura, taladro, comprobación, dimensión, localización, consistencia, sección, equivalente, suministro, aguja, medio, contenedor, colocación, curado, apiconar, carretilla, capa, elevación, cálculo, vertedero, superficie, exterior, masa, perímetro, refuerzo, previo, vibración, hormigón, máximo, soporte, limpieza, compacto, manual, ",Partida,2000-01-31
R06HR350,PUESTA EN OBRA MANUAL,m.,RECRECIDO  PILAR 45x45 HA-25 e=7cm,"Recrecido  de  pilares de hormigón armado de 45x45 cm. de sección o perímetro equivalente (180 cm)  mediante una capa exterior de hormigón HA-25 de 12 mm. de tamaño máximo de árido y consistencia plástica-fluida con una relación agua-cemento de 0,88,  de 7 cm. de espesor, hormigonado por orificios practicados en el forjado/losa superior  previa localización con pachómetro de las armaduras,  armado según memoria de cálculo de refuerzo no incluido. Incluso apiconado previo de la superficie del pilar a reforzar, limpieza posterior, realización de taladros para hormigonado,  suministro, vertido sobre carretilla o pequeño contenedor, medios de elevación, colocación manual por orificios de pequeña dimensión,  compactado del hormigón, vibrado con vibrador de aguja de 1 1/2"", comprobación de total llenado del recrecido mediante desbordamiento de la masa de hormigón por los demás orificios practicados en las losa/forjado y curado.",17.56,0.0,22.27,39.83,"taladro, capa, consistencia, equivalente, dimensión, cálculo, comprobación, soporte, armadura, curado, suministro, aguja, carretilla, contenedor, elevación, colocación, sección, apiconar, vibración, exterior, superficie, masa, medio, previo, perímetro, limpieza, máximo, manual, refuerzo, hormigón, localización, compacto, vertedero, ",Partida,2000-01-31
R06HR360,PUESTA EN OBRA MANUAL,m.,RECRECIDO  PILAR 50x50 HA-25 e=7cm,"Recrecido  de  pilares de hormigón armado de 50x50 cm. de sección o perímetro equivalente (200 cm)  mediante una capa exterior de hormigón HA-25 de 12 mm. de tamaño máximo de árido y consistencia plástica-fluida con una relación agua-cemento de 0,88,  de 7 cm. de espesor, hormigonado por orificios practicados en el forjado/losa superior  previa localización con pachómetro de las armaduras,  armado según memoria de cálculo de refuerzo no incluido. Incluso apiconado previo de la superficie del pilar a reforzar, limpieza posterior, realización de taladros para hormigonado,  suministro, vertido sobre carretilla o pequeño contenedor, medios de elevación, colocación manual por orificios de pequeña dimensión,  compactado del hormigón, vibrado con vibrador de aguja de 1 1/2"", comprobación de total llenado del recrecido mediante desbordamiento de la masa de hormigón por los demás orificios practicados en las losa/forjado y curado.",17.85,0.0,27.57,45.42,"dimensión, localización, consistencia, sección, taladro, equivalente, elevación, apiconar, suministro, aguja, cálculo, colocación, armadura, refuerzo, comprobación, contenedor, perímetro, curado, superficie, vibración, exterior, hormigón, masa, máximo, medio, carretilla, capa, previo, manual, soporte, limpieza, compacto, vertedero, ",Partida,2000-01-31
